Date Time,Close,Open,High,Low,Change %,Volume
2019-04-29 00:00:00,111.64,111.61,111.91,111.53,0.04%,150
2019-04-28 00:00:00,111.6,111.57,111.62,111.53,0.00%,150
2019-04-26 00:00:00,111.59,111.64,112.03,111.42,-0.04%,150
2019-04-25 00:00:00,111.64,112.19,112.25,111.39,-0.49%,150
2019-04-24 00:00:00,112.19,111.86,112.41,111.69,0.30%,150
2019-04-23 00:00:00,111.86,111.94,112.03,111.64,-0.07%,150
2019-04-22 00:00:00,111.94,111.93,111.99,111.85,0.02%,150
2019-04-21 00:00:00,111.92,111.93,111.96,111.86,0.00%,150
2019-04-19 00:00:00,111.92,111.97,112.01,111.88,-0.04%,150
2019-04-18 00:00:00,111.97,112.06,112.08,111.77,-0.08%,150
2019-04-17 00:00:00,112.06,112.03,112.17,111.92,0.05%,150
2019-04-16 00:00:00,112.0,112.05,112.06,111.84,-0.03%,150
2019-04-15 00:00:00,112.03,112.0,112.09,111.88,-0.00%,150
2019-04-14 00:00:00,112.04,112.0,112.06,111.93,0.00%,150
2019-04-12 00:00:00,112.03,111.66,112.09,111.58,0.32%,150
2019-04-11 00:00:00,111.67,111.03,111.7,110.91,0.59%,150
2019-04-10 00:00:00,111.02,111.14,111.28,110.84,-0.11%,150
2019-04-09 00:00:00,111.14,111.49,111.59,110.98,-0.30%,150
2019-04-08 00:00:00,111.48,111.72,111.8,111.28,-0.20%,150
2019-04-07 00:00:00,111.71,111.71,111.79,111.68,-0.02%,150
2019-04-05 00:00:00,111.73,111.64,111.81,111.58,0.05%,150
2019-04-04 00:00:00,111.67,111.48,111.69,111.33,0.17%,150
2019-04-03 00:00:00,111.48,111.33,111.58,111.2,0.13%,150
2019-04-02 00:00:00,111.33,111.34,111.47,111.25,-0.03%,150
2019-04-01 00:00:00,111.36,110.81,111.45,110.81,0.34%,150
2019-03-31 00:00:00,110.99,110.97,111.1,110.88,0.11%,150
2019-03-29 00:00:00,110.86,110.62,110.95,110.53,0.20%,150
2019-03-28 00:00:00,110.64,110.52,110.83,110.03,0.11%,150
2019-03-27 00:00:00,110.52,110.64,110.7,110.22,-0.11%,150
2019-03-26 00:00:00,110.64,109.97,110.69,109.94,0.61%,150
2019-03-25 00:00:00,109.97,109.86,110.25,109.72,-0.11%,150
2019-03-24 00:00:00,110.1,109.93,110.14,109.75,0.16%,150
2019-03-22 00:00:00,109.92,110.81,110.91,109.75,-0.80%,150
2019-03-21 00:00:00,110.81,110.72,110.97,110.3,0.11%,150
2019-03-20 00:00:00,110.69,111.41,111.69,110.53,-0.63%,150
2019-03-19 00:00:00,111.39,111.44,111.48,111.16,-0.03%,150
2019-03-18 00:00:00,111.42,111.45,111.62,111.28,-0.12%,150
2019-03-17 00:00:00,111.56,111.5,111.57,111.44,0.08%,150
2019-03-15 00:00:00,111.47,111.7,111.91,111.39,-0.22%,150
2019-03-14 00:00:00,111.72,111.16,111.84,111.14,0.49%,150
2019-03-13 00:00:00,111.17,111.36,111.47,111.0,-0.17%,150
2019-03-12 00:00:00,111.36,111.2,111.47,111.11,0.14%,150
2019-03-11 00:00:00,111.2,111.14,111.31,110.88,0.10%,150
2019-03-10 00:00:00,111.08,111.17,111.18,110.96,-0.08%,150
2019-03-08 00:00:00,111.17,111.58,111.66,110.78,-0.38%,150
2019-03-07 00:00:00,111.59,111.77,111.86,111.48,-0.16%,150
2019-03-06 00:00:00,111.77,111.89,111.94,111.61,-0.11%,150
2019-03-05 00:00:00,111.89,111.72,112.12,111.7,0.13%,150
2019-03-04 00:00:00,111.75,111.77,112.02,111.64,-0.17%,150
2019-03-03 00:00:00,111.94,111.89,111.96,111.72,0.02%,150
2019-03-01 00:00:00,111.92,111.39,112.08,111.33,0.48%,150
2019-02-28 00:00:00,111.39,111.0,111.5,110.66,0.35%,150
2019-02-27 00:00:00,111.0,110.58,111.08,110.36,0.38%,150
2019-02-26 00:00:00,110.58,111.06,111.09,110.42,-0.43%,150
2019-02-25 00:00:00,111.06,110.67,111.23,110.56,0.26%,150
2019-02-24 00:00:00,110.78,110.68,110.79,110.63,0.08%,150
2019-02-22 00:00:00,110.69,110.69,110.92,110.56,-0.01%,150
2019-02-21 00:00:00,110.7,110.86,110.89,110.58,-0.14%,150
2019-02-20 00:00:00,110.86,110.63,110.95,110.52,0.22%,150
2019-02-19 00:00:00,110.62,110.61,110.83,110.45,0.00%,150
2019-02-18 00:00:00,110.62,110.45,110.67,110.39,0.04%,150
2019-02-17 00:00:00,110.57,110.5,110.57,110.39,0.07%,150
2019-02-15 00:00:00,110.5,110.48,110.66,110.25,0.02%,150
2019-02-14 00:00:00,110.48,111.01,111.13,110.45,-0.47%,150
2019-02-13 00:00:00,111.0,110.5,111.06,110.42,0.47%,150
2019-02-12 00:00:00,110.48,110.36,110.64,110.33,0.09%,150
2019-02-11 00:00:00,110.38,109.83,110.47,109.69,0.51%,150
2019-02-10 00:00:00,109.82,109.76,109.87,109.69,0.08%,150
2019-02-08 00:00:00,109.73,109.81,109.91,109.64,-0.07%,150
2019-02-07 00:00:00,109.81,109.97,110.09,109.61,-0.15%,150
2019-02-06 00:00:00,109.97,109.97,110.06,109.55,0.00%,150
2019-02-05 00:00:00,109.97,109.89,110.03,109.78,0.07%,150
2019-02-04 00:00:00,109.89,109.5,110.16,109.43,0.41%,150
2019-02-03 00:00:00,109.44,109.5,109.54,109.43,-0.05%,150
2019-02-01 00:00:00,109.5,108.89,109.58,108.72,0.57%,150
2019-01-31 00:00:00,108.88,109.04,109.08,108.49,-0.14%,150
2019-01-30 00:00:00,109.03,109.39,109.75,108.81,-0.33%,150
2019-01-29 00:00:00,109.39,109.36,109.55,109.14,0.03%,150
2019-01-28 00:00:00,109.36,109.53,109.61,109.16,-0.05%,150
2019-01-27 00:00:00,109.42,109.52,109.59,109.39,-0.12%,150
2019-01-25 00:00:00,109.55,109.64,109.97,109.45,-0.08%,150
2019-01-24 00:00:00,109.64,109.58,109.81,109.42,0.04%,150
2019-01-23 00:00:00,109.6,109.37,110.0,109.32,0.20%,150
2019-01-22 00:00:00,109.38,109.67,109.7,109.14,-0.26%,150
2019-01-21 00:00:00,109.67,109.75,109.77,109.47,-0.00%,150
2019-01-20 00:00:00,109.68,109.78,109.78,109.64,-0.10%,150
2019-01-18 00:00:00,109.78,109.27,109.89,109.06,0.49%,150
2019-01-17 00:00:00,109.24,109.09,109.4,108.68,0.14%,150
2019-01-16 00:00:00,109.09,108.69,109.2,108.38,0.39%,150
2019-01-15 00:00:00,108.67,108.16,108.77,108.13,0.46%,150
2019-01-14 00:00:00,108.17,108.47,108.56,107.97,-0.26%,150
2019-01-13 00:00:00,108.46,108.57,108.57,108.36,-0.09%,150
2019-01-11 00:00:00,108.55,108.43,108.6,108.14,0.12%,150
2019-01-10 00:00:00,108.42,108.16,108.52,107.77,0.23%,150
2019-01-09 00:00:00,108.17,108.75,109.0,107.97,-0.53%,150
2019-01-08 00:00:00,108.75,108.72,109.09,108.44,0.03%,150
2019-01-07 00:00:00,108.72,108.55,108.75,108.03,0.17%,150
2019-01-06 00:00:00,108.54,108.56,108.75,108.36,0.00%,150
2019-01-04 00:00:00,108.53,107.67,108.59,107.51,0.80%,150
2019-01-03 00:00:00,107.67,108.89,108.92,104.97,-1.11%,150
2019-01-02 00:00:00,108.88,109.67,109.73,108.71,-0.77%,150
2019-01-01 00:00:00,109.72,109.57,109.79,109.57,0.13%,150
2018-12-31 00:00:00,109.58,110.44,110.48,109.55,-0.68%,150
2018-12-30 00:00:00,110.32,110.42,110.42,110.27,0.04%,150
2018-12-28 00:00:00,110.28,110.97,111.06,110.14,-0.65%,150
2018-12-27 00:00:00,111.0,111.38,111.39,110.45,-0.32%,150
2018-12-26 00:00:00,111.36,110.31,111.42,110.14,0.98%,150
2018-12-25 00:00:00,110.28,110.44,110.47,110.0,-0.15%,150
2018-12-24 00:00:00,110.45,110.95,111.21,110.27,-0.56%,150
2018-12-23 00:00:00,111.07,110.97,111.19,110.96,-0.13%,150
2018-12-21 00:00:00,111.22,111.3,111.47,110.94,-0.05%,150
2018-12-20 00:00:00,111.28,112.47,112.61,110.81,-1.07%,150
2018-12-19 00:00:00,112.48,112.52,112.66,112.09,-0.04%,150
2018-12-18 00:00:00,112.53,112.83,112.88,112.25,-0.27%,150
2018-12-17 00:00:00,112.83,113.32,113.53,112.68,-0.50%,150
2018-12-16 00:00:00,113.4,113.36,113.4,113.32,0.01%,150
2018-12-14 00:00:00,113.39,113.64,113.69,113.22,-0.22%,150
2018-12-13 00:00:00,113.64,113.28,113.72,113.2,0.32%,150
2018-12-12 00:00:00,113.28,113.39,113.53,113.14,-0.10%,150
2018-12-11 00:00:00,113.39,113.33,113.47,113.0,0.04%,150
2018-12-10 00:00:00,113.34,112.7,113.38,112.25,0.73%,150
2018-12-09 00:00:00,112.52,112.62,112.69,112.43,-0.19%,150
2018-12-07 00:00:00,112.73,112.67,112.94,112.55,0.05%,150
2018-12-06 00:00:00,112.67,113.19,113.22,112.22,-0.46%,150
2018-12-05 00:00:00,113.19,112.77,113.25,112.64,0.36%,150
2018-12-04 00:00:00,112.78,113.66,113.67,112.58,-0.78%,150
2018-12-03 00:00:00,113.67,113.47,113.86,113.38,-0.09%,150
2018-12-02 00:00:00,113.77,113.66,113.82,113.61,0.26%,150
2018-11-30 00:00:00,113.47,113.5,113.72,113.33,-0.01%,150
2018-11-29 00:00:00,113.48,113.69,113.69,113.19,-0.18%,150
2018-11-28 00:00:00,113.69,113.78,114.03,113.44,-0.08%,150
2018-11-27 00:00:00,113.78,113.58,113.85,113.41,0.17%,150
2018-11-26 00:00:00,113.59,112.94,113.64,112.86,0.60%,150
2018-11-25 00:00:00,112.91,112.92,112.94,112.88,-0.04%,150
2018-11-23 00:00:00,112.95,112.94,113.02,112.64,0.01%,150
2018-11-22 00:00:00,112.94,113.05,113.14,112.86,-0.11%,150
2018-11-21 00:00:00,113.06,112.77,113.14,112.61,0.26%,150
2018-11-20 00:00:00,112.77,112.56,112.84,112.31,0.19%,150
2018-11-19 00:00:00,112.56,112.83,112.89,112.42,-0.14%,150
2018-11-18 00:00:00,112.72,112.8,112.85,112.61,-0.10%,150
2018-11-16 00:00:00,112.83,113.64,113.66,112.64,-0.71%,150
2018-11-15 00:00:00,113.64,113.62,113.72,113.11,0.02%,150
2018-11-14 00:00:00,113.62,113.81,114.02,113.3,-0.17%,150
2018-11-13 00:00:00,113.81,113.83,114.15,113.57,-0.02%,150
2018-11-12 00:00:00,113.83,113.83,114.2,113.66,-0.02%,150
2018-11-11 00:00:00,113.85,113.87,113.89,113.82,0.02%,150
2018-11-09 00:00:00,113.83,114.06,114.09,113.64,-0.20%,150
2018-11-08 00:00:00,114.06,113.52,114.08,113.47,0.47%,150
2018-11-07 00:00:00,113.53,113.44,113.83,112.94,0.08%,150
2018-11-06 00:00:00,113.44,113.2,113.5,113.11,0.22%,150
2018-11-05 00:00:00,113.19,113.19,113.34,113.06,0.05%,150
2018-11-04 00:00:00,113.13,113.17,113.23,113.12,-0.06%,150
2018-11-02 00:00:00,113.2,112.72,113.33,112.58,0.43%,150
2018-11-01 00:00:00,112.72,112.94,113.0,112.61,-0.19%,150
2018-10-31 00:00:00,112.94,113.13,113.39,112.8,-0.13%,150
2018-10-30 00:00:00,113.09,112.38,113.11,112.28,0.63%,150
2018-10-29 00:00:00,112.38,111.92,112.56,111.78,0.40%,150
2018-10-28 00:00:00,111.93,111.88,111.98,111.8,0.02%,150
2018-10-26 00:00:00,111.91,112.39,112.45,111.38,-0.45%,150
2018-10-25 00:00:00,112.42,112.25,112.69,111.83,0.14%,150
2018-10-24 00:00:00,112.26,112.43,112.75,112.09,-0.16%,150
2018-10-23 00:00:00,112.44,112.83,112.86,111.94,-0.35%,150
2018-10-22 00:00:00,112.83,112.5,112.91,112.36,0.32%,150
2018-10-21 00:00:00,112.47,112.59,112.6,112.41,-0.07%,150
2018-10-19 00:00:00,112.55,112.21,112.65,112.12,0.32%,150
2018-10-18 00:00:00,112.19,112.64,112.73,111.97,-0.41%,150
2018-10-17 00:00:00,112.65,112.26,112.68,111.99,0.36%,150
2018-10-16 00:00:00,112.25,111.77,112.33,111.72,0.42%,150
2018-10-15 00:00:00,111.78,112.11,112.27,111.62,-0.38%,150
2018-10-14 00:00:00,112.21,112.15,112.23,112.12,0.01%,150
2018-10-12 00:00:00,112.2,112.17,112.5,111.89,0.03%,150
2018-10-11 00:00:00,112.17,112.27,112.53,111.83,-0.10%,150
2018-10-10 00:00:00,112.28,112.95,113.28,112.23,-0.59%,150
2018-10-09 00:00:00,112.95,113.22,113.41,112.88,-0.25%,150
2018-10-08 00:00:00,113.23,113.69,113.94,112.81,-0.42%,150
2018-10-07 00:00:00,113.71,113.8,113.81,113.66,-0.01%,150
2018-10-05 00:00:00,113.72,113.9,114.11,113.55,-0.18%,150
2018-10-04 00:00:00,113.92,114.55,114.56,113.64,-0.53%,150
2018-10-03 00:00:00,114.53,113.64,114.55,113.52,0.76%,150
2018-10-02 00:00:00,113.67,113.92,114.02,113.51,-0.22%,150
2018-10-01 00:00:00,113.92,113.69,114.08,113.67,0.11%,150
2018-09-30 00:00:00,113.8,113.73,113.84,113.7,0.10%,150
2018-09-28 00:00:00,113.69,113.38,113.72,113.31,0.27%,150
2018-09-27 00:00:00,113.38,112.75,113.47,112.55,0.58%,150
2018-09-26 00:00:00,112.73,112.97,113.14,112.62,-0.21%,150
2018-09-25 00:00:00,112.97,112.8,112.97,112.72,0.14%,150
2018-09-24 00:00:00,112.81,112.58,112.84,112.28,0.25%,150
2018-09-23 00:00:00,112.53,112.45,112.57,112.44,-0.04%,150
2018-09-21 00:00:00,112.58,112.48,112.89,112.42,0.07%,150
2018-09-20 00:00:00,112.5,112.28,112.59,112.03,0.20%,150
2018-09-19 00:00:00,112.28,112.36,112.45,112.17,-0.07%,150
2018-09-18 00:00:00,112.36,111.86,112.39,111.67,0.46%,150
2018-09-17 00:00:00,111.84,111.95,112.14,111.75,-0.12%,150
2018-09-16 00:00:00,111.97,112.03,112.04,111.94,-0.08%,150
2018-09-14 00:00:00,112.06,111.92,112.17,111.75,0.13%,150
2018-09-13 00:00:00,111.92,111.25,112.0,111.14,0.58%,150
2018-09-12 00:00:00,111.27,111.64,111.66,111.12,-0.33%,150
2018-09-11 00:00:00,111.64,111.12,111.66,111.06,0.47%,150
2018-09-10 00:00:00,111.12,110.97,111.25,110.86,0.17%,150
2018-09-09 00:00:00,110.93,111.06,111.09,110.88,-0.14%,150
2018-09-07 00:00:00,111.08,110.77,111.27,110.39,0.30%,150
2018-09-06 00:00:00,110.75,111.53,111.55,110.53,-0.70%,150
2018-09-05 00:00:00,111.53,111.45,111.76,111.37,0.07%,150
2018-09-04 00:00:00,111.45,111.06,111.55,110.91,0.33%,150
2018-09-03 00:00:00,111.08,111.08,111.19,110.85,-0.05%,150
2018-09-02 00:00:00,111.14,111.14,111.19,111.07,0.09%,150
2018-08-31 00:00:00,111.04,110.99,111.15,110.68,0.05%,150
2018-08-30 00:00:00,110.98,111.69,111.78,110.95,-0.62%,150
2018-08-29 00:00:00,111.67,111.2,111.84,111.11,0.43%,150
2018-08-28 00:00:00,111.19,111.08,111.36,110.95,0.10%,150
2018-08-27 00:00:00,111.08,111.25,111.36,110.92,-0.19%,150
2018-08-26 00:00:00,111.29,111.32,111.35,111.23,0.05%,150
2018-08-24 00:00:00,111.23,111.28,111.5,111.11,-0.06%,150
2018-08-23 00:00:00,111.3,110.55,111.33,110.52,0.67%,150
2018-08-22 00:00:00,110.56,110.3,110.62,110.03,0.23%,150
2018-08-21 00:00:00,110.31,110.06,110.56,109.78,0.22%,150
2018-08-20 00:00:00,110.07,110.52,110.69,110.02,-0.37%,150
2018-08-19 00:00:00,110.48,110.6,110.6,110.47,-0.02%,150
2018-08-17 00:00:00,110.5,110.89,111.06,110.31,-0.35%,150
2018-08-16 00:00:00,110.89,110.75,111.12,110.47,0.13%,150
2018-08-15 00:00:00,110.75,111.14,111.44,110.42,-0.37%,150
2018-08-14 00:00:00,111.16,110.69,111.33,110.59,0.39%,150
2018-08-13 00:00:00,110.73,110.94,110.95,110.12,0.09%,150
2018-08-12 00:00:00,110.63,110.47,110.75,110.44,-0.28%,150
2018-08-10 00:00:00,110.94,111.09,111.18,110.5,-0.13%,150
2018-08-09 00:00:00,111.08,110.98,111.19,110.69,0.09%,150
2018-08-08 00:00:00,110.98,111.39,111.44,110.83,-0.37%,150
2018-08-07 00:00:00,111.39,111.41,111.48,111.0,-0.02%,150
2018-08-06 00:00:00,111.41,111.19,111.53,111.14,0.15%,150
2018-08-05 00:00:00,111.24,111.23,111.27,111.16,-0.03%,150
2018-08-03 00:00:00,111.27,111.66,111.83,111.08,-0.35%,150
2018-08-02 00:00:00,111.66,111.7,111.75,111.31,-0.05%,150
2018-08-01 00:00:00,111.72,111.88,112.16,111.39,-0.14%,150
2018-07-31 00:00:00,111.88,111.05,111.97,110.78,0.73%,150
2018-07-30 00:00:00,111.07,111.04,111.17,110.89,0.12%,150
2018-07-29 00:00:00,110.94,110.94,111.02,110.91,-0.10%,150
2018-07-27 00:00:00,111.05,111.22,111.25,110.8,-0.15%,150
2018-07-26 00:00:00,111.22,110.97,111.25,110.58,0.23%,150
2018-07-25 00:00:00,110.97,111.2,111.39,110.66,-0.21%,150
2018-07-24 00:00:00,111.2,111.35,111.52,110.96,-0.13%,150
2018-07-23 00:00:00,111.34,111.5,111.56,110.75,0.25%,150
2018-07-22 00:00:00,111.06,111.39,111.51,111.06,-0.31%,150
2018-07-20 00:00:00,111.41,112.46,112.63,111.39,-0.94%,150
2018-07-19 00:00:00,112.47,112.86,113.17,112.06,-0.35%,150
2018-07-18 00:00:00,112.86,112.89,113.16,112.72,-0.01%,150
2018-07-17 00:00:00,112.87,112.29,112.94,112.22,0.51%,150
2018-07-16 00:00:00,112.3,112.36,112.56,112.19,-0.09%,150
2018-07-15 00:00:00,112.4,112.22,112.47,112.21,0.02%,150
2018-07-13 00:00:00,112.38,112.56,112.81,112.28,-0.16%,150
2018-07-12 00:00:00,112.56,112.02,112.64,111.91,0.48%,150
2018-07-11 00:00:00,112.02,110.98,112.19,110.77,0.92%,150
2018-07-10 00:00:00,111.0,110.86,111.36,110.8,0.14%,150
2018-07-09 00:00:00,110.85,110.5,110.91,110.31,0.37%,150
2018-07-08 00:00:00,110.44,110.42,110.47,110.4,-0.02%,150
2018-07-06 00:00:00,110.46,110.62,110.79,110.36,-0.14%,150
2018-07-05 00:00:00,110.62,110.47,110.72,110.3,0.14%,150
2018-07-04 00:00:00,110.47,110.61,110.64,110.28,-0.11%,150
2018-07-03 00:00:00,110.59,110.91,111.14,110.5,-0.27%,150
2018-07-02 00:00:00,110.89,110.67,111.06,110.48,0.14%,150
2018-07-01 00:00:00,110.73,110.62,110.84,110.62,0.05%,150
2018-06-29 00:00:00,110.68,110.49,110.95,110.39,0.16%,150
2018-06-28 00:00:00,110.5,110.25,110.66,109.97,0.22%,150
2018-06-27 00:00:00,110.26,110.06,110.49,109.68,0.18%,150
2018-06-26 00:00:00,110.06,109.75,110.22,109.36,0.26%,150
2018-06-25 00:00:00,109.78,109.92,110.03,109.36,-0.15%,150
2018-06-24 00:00:00,109.94,109.83,110.03,109.82,-0.03%,150
2018-06-22 00:00:00,109.97,109.98,110.22,109.79,-0.03%,150
2018-06-21 00:00:00,110.0,110.36,110.77,109.83,-0.33%,150
2018-06-20 00:00:00,110.36,110.06,110.45,109.85,0.27%,150
2018-06-19 00:00:00,110.06,110.56,110.58,109.55,-0.44%,150
2018-06-18 00:00:00,110.55,110.67,110.75,110.3,-0.08%,150
2018-06-17 00:00:00,110.64,110.69,110.74,110.58,-0.03%,150
2018-06-15 00:00:00,110.67,110.62,110.92,110.39,0.04%,150
2018-06-14 00:00:00,110.63,110.33,110.7,109.9,0.26%,150
2018-06-13 00:00:00,110.34,110.38,110.86,110.26,-0.04%,150
2018-06-12 00:00:00,110.38,110.03,110.5,109.98,0.32%,150
2018-06-11 00:00:00,110.03,109.47,110.12,109.22,0.52%,150
2018-06-10 00:00:00,109.46,109.33,109.48,109.31,-0.08%,150
2018-06-08 00:00:00,109.55,109.71,109.87,109.19,-0.14%,150
2018-06-07 00:00:00,109.7,110.19,110.22,109.48,-0.43%,150
2018-06-06 00:00:00,110.17,109.8,110.28,109.78,0.34%,150
2018-06-05 00:00:00,109.8,109.83,110.02,109.47,-0.01%,150
2018-06-04 00:00:00,109.81,109.5,109.86,109.38,0.18%,150
2018-06-03 00:00:00,109.61,109.47,109.62,109.45,0.05%,150
2018-06-01 00:00:00,109.55,108.81,109.75,108.72,0.67%,150
2018-05-31 00:00:00,108.82,108.9,109.01,108.38,-0.08%,150
2018-05-30 00:00:00,108.91,108.75,109.08,108.33,0.13%,150
2018-05-29 00:00:00,108.77,109.42,109.47,108.11,-0.59%,150
2018-05-28 00:00:00,109.42,109.56,109.83,109.23,0.03%,150
2018-05-25 00:00:00,109.39,109.25,109.75,109.11,0.13%,150
2018-05-24 00:00:00,109.25,110.08,110.11,108.95,-0.75%,150
2018-05-23 00:00:00,110.08,110.9,110.93,109.54,-0.73%,150
2018-05-22 00:00:00,110.89,111.06,111.19,110.8,-0.15%,150
2018-05-21 00:00:00,111.06,110.72,111.41,110.72,0.28%,150
2018-05-18 00:00:00,110.75,110.78,111.08,110.61,-0.02%,150
2018-05-17 00:00:00,110.77,110.39,110.86,110.06,0.34%,150
2018-05-16 00:00:00,110.39,110.34,110.41,110.02,0.04%,150
2018-05-15 00:00:00,110.35,109.66,110.46,109.65,0.63%,150
2018-05-14 00:00:00,109.66,109.39,109.67,109.2,0.25%,150
2018-05-11 00:00:00,109.39,109.41,109.58,109.14,0.00%,150
2018-05-10 00:00:00,109.39,109.75,110.03,109.31,-0.33%,150
2018-05-09 00:00:00,109.75,109.11,109.83,108.97,0.58%,150
2018-05-08 00:00:00,109.12,109.08,109.36,108.83,0.03%,150
2018-05-07 00:00:00,109.09,109.12,109.41,108.75,-0.03%,150
2018-05-04 00:00:00,109.12,109.19,109.28,108.64,-0.06%,150
2018-05-03 00:00:00,109.19,109.83,109.89,108.94,-0.59%,150
2018-05-02 00:00:00,109.84,109.86,110.03,109.58,-0.02%,150
2018-05-01 00:00:00,109.86,109.34,109.89,109.23,0.48%,150
2018-04-30 00:00:00,109.33,109.0,109.45,109.0,0.26%,150
2018-04-27 00:00:00,109.05,109.31,109.55,108.97,-0.24%,150
2018-04-26 00:00:00,109.31,109.42,109.47,109.06,-0.10%,150
2018-04-25 00:00:00,109.42,108.81,109.47,108.8,0.55%,150
2018-04-24 00:00:00,108.82,108.7,109.2,108.54,0.10%,150
2018-04-23 00:00:00,108.71,107.63,108.76,107.63,0.97%,150
2018-04-20 00:00:00,107.67,107.38,107.86,107.36,0.27%,150
2018-04-19 00:00:00,107.38,107.23,107.53,107.17,0.14%,150
2018-04-18 00:00:00,107.23,106.98,107.39,106.98,0.21%,150
2018-04-17 00:00:00,107.0,107.12,107.22,106.86,-0.10%,150
2018-04-16 00:00:00,107.11,107.38,107.62,107.03,-0.21%,150
2018-04-13 00:00:00,107.34,107.33,107.78,107.19,0.01%,150
2018-04-12 00:00:00,107.33,106.8,107.44,106.69,0.50%,150
2018-04-11 00:00:00,106.8,107.2,107.25,106.64,-0.37%,150
2018-04-10 00:00:00,107.2,106.81,107.41,106.61,0.40%,150
2018-04-09 00:00:00,106.77,106.92,107.22,106.61,-0.15%,150
2018-04-06 00:00:00,106.93,107.39,107.47,106.78,-0.42%,150
2018-04-05 00:00:00,107.38,106.77,107.5,106.71,0.56%,150
2018-04-04 00:00:00,106.78,106.61,106.85,105.98,0.16%,150
2018-04-03 00:00:00,106.61,105.89,106.67,105.69,0.68%,150
2018-04-02 00:00:00,105.89,106.25,106.45,105.66,-0.37%,150
2018-03-30 00:00:00,106.28,106.42,106.55,106.11,-0.14%,150
2018-03-29 00:00:00,106.43,106.85,106.93,106.25,-0.40%,150
2018-03-28 00:00:00,106.86,105.33,107.02,105.31,1.44%,150
2018-03-27 00:00:00,105.34,105.41,105.92,105.33,-0.07%,150
2018-03-26 00:00:00,105.41,104.73,105.49,104.56,0.64%,150
2018-03-23 00:00:00,104.74,105.29,105.36,104.64,-0.51%,150
2018-03-22 00:00:00,105.28,106.06,106.09,105.25,-0.74%,150
2018-03-21 00:00:00,106.06,106.53,106.64,105.88,-0.44%,150
2018-03-20 00:00:00,106.53,106.08,106.61,105.92,0.41%,150
2018-03-19 00:00:00,106.09,105.95,106.31,105.67,0.07%,150
2018-03-16 00:00:00,106.02,106.34,106.39,105.61,-0.30%,150
2018-03-15 00:00:00,106.34,106.33,106.42,105.78,0.01%,150
2018-03-14 00:00:00,106.33,106.56,106.75,106.05,-0.23%,150
2018-03-13 00:00:00,106.58,106.42,107.31,106.25,0.15%,150
2018-03-12 00:00:00,106.42,106.81,106.97,106.31,-0.36%,150
2018-03-09 00:00:00,106.8,106.25,107.06,106.16,0.56%,150
2018-03-08 00:00:00,106.2,106.06,106.31,105.88,0.11%,150
2018-03-07 00:00:00,106.08,106.12,106.22,105.44,-0.04%,150
2018-03-06 00:00:00,106.12,106.2,106.47,105.84,-0.08%,150
2018-03-05 00:00:00,106.2,105.69,106.25,105.36,0.43%,150
2018-03-02 00:00:00,105.75,106.23,106.31,105.25,-0.46%,150
2018-03-01 00:00:00,106.24,106.67,107.2,106.16,-0.40%,150
2018-02-28 00:00:00,106.67,107.33,107.53,106.55,-0.61%,150
2018-02-27 00:00:00,107.33,106.94,107.69,106.78,0.36%,150
2018-02-26 00:00:00,106.94,106.84,107.3,106.38,0.05%,150
2018-02-23 00:00:00,106.89,106.75,107.14,106.48,0.13%,150
2018-02-22 00:00:00,106.75,107.78,107.81,106.59,-0.96%,150
2018-02-21 00:00:00,107.78,107.33,107.92,107.27,0.42%,150
2018-02-20 00:00:00,107.33,106.61,107.39,106.56,0.68%,150
2018-02-19 00:00:00,106.6,106.33,106.73,106.09,0.27%,150
2018-02-16 00:00:00,106.31,106.14,106.41,105.53,0.18%,150
2018-02-15 00:00:00,106.12,107.0,107.03,106.03,-0.84%,150
2018-02-14 00:00:00,107.02,107.83,107.91,106.72,-0.75%,150
2018-02-13 00:00:00,107.83,108.64,108.78,107.39,-0.76%,150
2018-02-12 00:00:00,108.66,108.81,108.95,108.44,-0.13%,150
2018-02-09 00:00:00,108.8,108.75,109.31,108.05,0.05%,150
2018-02-08 00:00:00,108.75,109.31,109.78,108.58,-0.53%,150
2018-02-07 00:00:00,109.33,109.56,109.72,108.92,-0.21%,150
2018-02-06 00:00:00,109.56,109.08,109.66,108.44,0.41%,150
2018-02-05 00:00:00,109.11,110.11,110.31,108.98,-0.91%,150
2018-02-02 00:00:00,110.11,109.41,110.48,109.28,0.64%,150
2018-02-01 00:00:00,109.41,109.19,109.75,109.09,0.20%,150
2018-01-31 00:00:00,109.19,108.78,109.45,108.58,0.38%,150
2018-01-30 00:00:00,108.78,108.97,109.22,108.42,-0.16%,150
2018-01-29 00:00:00,108.95,108.69,109.2,108.5,0.21%,150
2018-01-26 00:00:00,108.72,109.42,109.78,108.28,-0.63%,150
2018-01-25 00:00:00,109.41,109.22,109.7,108.5,0.17%,150
2018-01-24 00:00:00,109.22,110.31,110.34,108.97,-0.99%,150
2018-01-23 00:00:00,110.31,110.92,111.19,110.25,-0.55%,150
2018-01-22 00:00:00,110.92,110.62,111.23,110.52,0.13%,150
2018-01-19 00:00:00,110.78,111.11,111.14,110.5,-0.30%,150
2018-01-18 00:00:00,111.11,111.3,111.5,110.7,-0.15%,150
2018-01-17 00:00:00,111.28,110.44,111.34,110.19,0.75%,150
